Age,Gender,State,Education,EmploymentType,MaritalStatus,FilingStatus,Dependents,AnnualIncome,BusinessIncome,CapitalGains,MortgageInterest,CharitableDonations,RetirementContrib,HealthInsurancePremium,StandardDeduction,DeductionsTotal,TaxableIncome,TaxLiability,EffectiveTaxRate,HasMortgage,AuditFlag
30,Female,IL,Masters,SelfEmployed,Single,Single,2,122916.88,17266.24,3418.13,2380.82,328.9,7196.31,5255.21,13850.0,13850.0,126751.25,22220.3,0.1547,1,1
34,Female,AZ,Bachelors,Salaried,Married,MarriedJoint,2,71181.18,6717.87,1203.67,2546.86,254.21,3140.35,5147.63,27700.0,27700.0,48402.71,3756.1,0.0475,1,1
24,Male,TX,HighSchool,Contractor,Single,Single,0,33363.98,21514.31,1687.9,638.04,465.02,2521.42,4136.41,13850.0,13850.0,42716.19,4905.94,0.0867,1,0
46,Female,GA,HighSchool,Salaried,Married,MarriedSeparate,6,47861.43,1443.29,655.54,2023.94,159.27,2543.86,9236.05,13850.0,13850.0,27110.25,0.0,0.0,1,1
24,Male,NC,PhD,Unemployed,Married,MarriedSeparate,3,15128.69,1611.06,729.87,233.96,316.27,1013.61,7457.25,13850.0,13850.0,0.0,0.0,0.0,1,0
27,Male,WA,Bachelors,Contractor,Married,MarriedJoint,2,64309.5,8024.71,6316.31,860.98,790.96,4226.52,5840.65,27700.0,27700.0,47950.53,3656.62,0.0465,1,1
60,Male,WA,Bachelors,Salaried,Single,Single,3,143280.9,1162.99,7360.66,873.91,2940.97,12445.33,6005.97,13850.0,13850.0,133454.55,23029.09,0.1517,1,0
23,Male,FL,Bachelors,Salaried,Divorced,HeadOfHousehold,1,55897.02,2763.59,3083.74,1546.61,862.3,5730.55,4290.94,20800.0,20800.0,39444.35,3113.32,0.0504,1,1
26,Female,NC,HighSchool,Salaried,Married,MarriedJoint,3,24659.97,3149.97,1293.79,649.4,880.8,1369.87,5960.04,27700.0,27700.0,0.0,0.0,0.0,1,1
59,Female,FL,HighSchool,Salaried,Single,Single,6,66768.66,2019.85,2014.63,134.34,1175.99,4555.84,7786.56,13850.0,13850.0,47953.13,1057.19,0.0149,1,0
40,Female,WA,HighSchool,Salaried,Married,MarriedJoint,3,67297.2,9660.8,2094.68,1381.47,320.03,5420.31,6165.16,27700.0,27700.0,46852.68,3215.09,0.0407,1,1
27,Female,NC,HighSchool,Salaried,Married,MarriedJoint,2,50672.61,3746.65,810.17,1528.48,1568.02,2899.33,5024.73,27700.0,27700.0,24529.43,1123.53,0.0203,1,1
29,Male,CA,Masters,Salaried,Single,Single,2,77405.14,1591.44,7293.77,489.75,894.88,3919.82,3868.45,13850.0,13850.0,69440.35,8384.38,0.0972,1,0
74,Female,TX,HighSchool,Salaried,Single,Single,4,77394.06,5387.67,6806.22,652.91,1282.29,5672.21,7304.49,13850.0,13850.0,69737.95,7449.85,0.0832,1,1
51,Male,WA,HighSchool,Salaried,Single,Single,2,31119.19,4212.08,1458.22,644.39,357.35,2212.73,4304.16,13850.0,13850.0,19939.49,572.74,0.0156,1,0
44,Male,OH,Bachelors,Salaried,Single,Single,2,50267.71,10640.51,369.74,40.38,446.18,2455.4,5891.47,13850.0,13850.0,44427.97,2911.36,0.0475,1,0
51,Female,MI,Masters,Salaried,Single,Single,4,69915.7,2910.28,149.41,1506.72,854.44,3081.62,8589.87,13850.0,13850.0,53125.4,3195.09,0.0438,1,0
37,Female,WA,HighSchool,Salaried,Married,MarriedJoint,2,36909.68,1414.98,843.45,1942.55,237.16,2788.69,3609.31,27700.0,27700.0,8468.1,0.0,0.0,1,1
43,Male,CA,HighSchool,Salaried,Married,MarriedSeparate,2,50743.66,2862.19,4348.76,332.56,355.67,2298.48,4192.78,13850.0,13850.0,41104.61,3112.55,0.0537,1,1
47,Male,CA,Bachelors,Contractor,Married,MarriedJoint,5,109895.47,14651.62,8179.5,2292.01,887.38,4000.24,6016.95,27700.0,27700.0,97526.59,12806.38,0.0965,1,1
34,Male,AZ,Bachelors,SelfEmployed,Single,Single,2,60721.69,15913.07,735.81,221.14,1426.98,1271.31,4713.96,13850.0,13850.0,60520.58,6422.03,0.083,1,0
42,Female,OH,Bachelors,Retired,Divorced,Single,4,25726.81,5898.98,1072.41,574.82,585.99,1362.64,7586.33,13850.0,13850.0,12848.2,0.0,0.0,1,0
59,Male,NC,HighSchool,Salaried,Single,HeadOfHousehold,4,52133.29,4024.58,5059.9,1099.31,398.54,1009.28,6173.54,20800.0,20800.0,34417.76,710.13,0.0116,1,1
27,Male,FL,Masters,Salaried,Married,MarriedSeparate,1,84814.04,1444.32,1603.91,1786.14,579.4,6413.23,5255.17,13850.0,13850.0,72512.27,10460.2,0.1191,1,1
35,Female,NY,Bachelors,Salaried,Single,Single,2,68784.21,2886.55,5115.71,2926.85,703.18,1195.0,6167.55,13850.0,13850.0,59936.47,6293.52,0.082,1,0
34,Female,CA,Masters,Salaried,Single,Single,3,58551.65,2899.94,3425.97,1045.46,1089.11,4348.25,4406.5,13850.0,13850.0,46527.56,2543.56,0.0392,1,1
50,Male,TX,PhD,Unemployed,Married,MarriedJoint,4,14160.91,5016.19,688.73,508.67,43.82,1510.04,6460.53,27700.0,27700.0,0.0,0.0,0.0,1,0
54,Female,CA,Bachelors,Salaried,Married,MarriedJoint,4,65099.81,3965.1,9252.19,2918.87,155.68,1204.0,6578.42,27700.0,27700.0,44617.1,1334.05,0.017,1,1
23,Male,AZ,HighSchool,Unemployed,Married,MarriedJoint,2,11882.25,1661.73,450.74,466.19,40.4,1064.8,4713.81,27700.0,27700.0,0.0,0.0,0.0,1,1
37,Male,WA,Bachelors,Contractor,Single,Single,1,58210.68,26051.67,2183.76,2223.68,197.51,3051.31,3461.18,13850.0,13850.0,71096.11,10148.64,0.1174,1,1
32,Female,NC,Bachelors,Salaried,Married,MarriedJoint,1,90508.04,3387.35,7011.13,3360.53,545.0,6669.28,4318.47,27700.0,27700.0,71706.52,10282.94,0.1019,1,1
47,Male,CA,HighSchool,Salaried,Married,MarriedJoint,3,74312.29,5309.81,2498.1,2877.02,1538.17,5855.38,6472.97,27700.0,27700.0,49920.2,3889.94,0.0474,1,0
41,Male,PA,HighSchool,Salaried,Married,MarriedJoint,2,94697.25,1031.11,1123.62,1900.59,997.75,10011.57,4262.16,27700.0,27700.0,66151.98,8260.94,0.0853,1,0
52,Female,TX,HighSchool,SelfEmployed,Single,Single,2,74575.72,4422.23,6129.75,1768.32,511.58,3588.45,5562.68,13850.0,13850.0,68277.7,8728.59,0.1025,1,0
64,Female,CA,Masters,Salaried,Single,Single,4,105294.37,5631.45,11504.61,596.74,2765.51,5461.89,6804.77,13850.0,13850.0,102580.44,14819.3,0.121,1,1
18,Female,CA,Masters,Salaried,Single,HeadOfHousehold,1,66407.34,2173.27,2152.02,380.54,1749.45,2420.7,5904.8,20800.0,20800.0,48432.64,4562.68,0.0645,1,1
18,Female,NC,Bachelors,Contractor,Single,HeadOfHousehold,0,30842.74,33577.48,1169.28,304.12,273.21,1091.38,3542.99,20800.0,20800.0,44789.5,4561.19,0.0695,1,1
41,Male,FL,Masters,SelfEmployed,Single,Single,4,70997.44,33319.59,1197.24,1099.23,1172.27,6480.69,6146.24,13850.0,13850.0,85664.27,10953.64,0.1038,1,1
46,Female,OH,Bachelors,Unemployed,Single,Single,4,12471.14,5393.41,1174.21,183.52,93.14,660.06,7914.06,13850.0,13850.0,0.0,0.0,0.0,1,1
31,Male,MI,Masters,Salaried,Married,MarriedJoint,1,40801.53,1654.05,5250.12,796.55,486.69,2628.88,3533.08,27700.0,27700.0,18505.7,600.68,0.0126,1,0
42,Female,IL,HighSchool,SelfEmployed,Married,MarriedJoint,2,44984.06,7535.71,1703.17,3234.75,474.42,2847.6,5254.05,27700.0,27700.0,23522.93,1002.75,0.0185,1,1
44,Male,CA,HighSchool,SelfEmployed,Single,Single,2,102205.2,3249.01,907.31,746.48,837.52,8358.06,4651.1,13850.0,13850.0,89511.51,13400.03,0.126,1,0
25,Male,AZ,Bachelors,Salaried,Married,MarriedJoint,2,52767.81,3846.79,190.6,1149.05,231.32,2811.96,5295.92,27700.0,27700.0,26105.21,712.62,0.0125,1,0
45,Male,GA,Masters,Salaried,Married,MarriedJoint,5,86866.09,3207.11,5985.27,8937.06,814.22,2387.13,7856.76,27700.0,27700.0,60858.47,4096.36,0.0426,1,0
49,Female,TX,Masters,Salaried,Single,Single,3,91267.81,2038.9,8365.68,3390.94,1028.84,1248.06,4921.29,13850.0,13850.0,83322.39,11238.43,0.1105,1,0
41,Male,GA,PhD,Salaried,Single,Single,2,37273.26,3204.2,825.43,272.62,354.7,3408.67,6064.98,13850.0,13850.0,24452.89,514.35,0.0125,1,0
23,Female,IL,Masters,SelfEmployed,Married,MarriedJoint,3,45836.51,61856.11,5737.25,2273.86,1106.42,3038.04,5939.79,27700.0,27700.0,81229.86,10778.07,0.095,1,1
29,Female,MI,HighSchool,Contractor,Married,MarriedJoint,1,32415.36,16519.68,455.75,1793.73,245.2,1062.09,2235.9,27700.0,27700.0,20190.79,1402.9,0.0284,1,1
46,Female,NC,HighSchool,Retired,Single,Single,2,15312.42,2971.57,779.07,251.61,121.65,566.11,5378.22,13850.0,13850.0,2213.05,0.0,0.0,1,0
62,Male,NY,Bachelors,Salaried,Single,Single,4,122805.51,9826.57,15262.99,420.88,151.09,5049.41,6890.2,13850.0,13850.0,128045.08,20930.82,0.1415,1,0
46,Male,NC,Bachelors,SelfEmployed,Single,Single,2,71930.49,29509.05,112.55,381.87,619.29,6647.33,5226.91,13850.0,13850.0,84702.09,12341.96,0.1215,1,1
38,Female,OH,Bachelors,Salaried,Married,MarriedJoint,2,54215.03,809.81,2620.71,1455.25,299.1,3392.13,6181.82,27700.0,27700.0,26945.55,813.47,0.0141,1,1
43,Female,GA,HighSchool,Salaried,Divorced,HeadOfHousehold,2,67545.23,3969.27,6033.5,653.52,459.84,1684.38,4122.7,20800.0,20800.0,53748.0,5532.06,0.0713,1,0
38,Male,FL,Bachelors,Contractor,Single,Single,1,67559.83,8134.61,781.85,1068.09,1472.81,3187.19,5119.93,13850.0,13850.0,61126.29,7355.28,0.0962,1,0
45,Female,CA,Masters,Unemployed,Married,MarriedJoint,3,17201.29,6417.61,686.24,500.2,127.98,1432.75,5559.38,27700.0,27700.0,0.0,0.0,0.0,1,0
47,Male,CA,HighSchool,Retired,Married,MarriedJoint,4,27857.01,5667.02,160.46,1509.26,250.22,1667.7,7659.01,27700.0,27700.0,0.0,0.0,0.0,1,1
22,Male,MI,Bachelors,Salaried,Married,MarriedJoint,1,63543.79,2066.52,2771.39,748.18,184.18,2426.1,4372.79,27700.0,27700.0,39181.69,3081.8,0.0451,1,0
56,Male,NY,HighSchool,SelfEmployed,Married,MarriedJoint,3,73519.96,4441.94,7877.04,3509.15,1102.46,6299.69,7125.2,27700.0,27700.0,53638.94,4708.07,0.0548,1,0
62,Male,OH,Bachelors,Salaried,Divorced,Single,3,122833.42,4231.26,8945.9,1027.88,74.53,7209.29,6297.51,13850.0,13850.0,117660.58,19238.54,0.1414,1,0
27,Male,WA,Bachelors,SelfEmployed,Divorced,Single,0,34994.12,21856.79,2028.39,540.04,177.33,2631.55,2977.36,13850.0,13850.0,45029.3,4613.95,0.0784,1,1
33,Female,AZ,HighSchool,Salaried,Single,HeadOfHousehold,2,43226.44,2994.55,561.36,270.57,2071.15,2500.81,4368.38,20800.0,20800.0,22982.35,937.88,0.02,1,1
50,Male,AZ,Bachelors,Salaried,Married,MarriedJoint,3,53840.32,7480.32,82.45,1215.63,833.35,5258.54,7811.42,27700.0,27700.0,29203.09,284.37,0.0046,1,1
37,Female,MI,Bachelors,Retired,Single,Single,1,18187.43,1860.2,1786.18,382.21,230.9,1032.73,4686.46,13850.0,13850.0,6483.81,0.0,0.0,1,1
27,Female,PA,HighSchool,Salaried,Married,MarriedJoint,1,29795.87,3087.98,126.58,1736.0,279.99,2174.4,4508.31,27700.0,27700.0,3810.43,0.0,0.0,1,0
22,Female,NY,Masters,Contractor,Single,Single,2,48949.26,7741.47,1863.13,1917.04,493.7,2859.48,5352.06,13850.0,13850.0,41703.86,2584.46,0.0441,1,1
39,Male,CA,Masters,Salaried,Divorced,Single,1,86840.73,1719.32,3483.68,1976.95,1572.5,6405.58,5095.54,13850.0,13850.0,76693.73,11380.12,0.1236,1,1
26,Female,TX,Bachelors,Contractor,Divorced,HeadOfHousehold,0,40230.23,9376.1,2344.21,330.17,153.87,491.83,3878.99,20800.0,20800.0,31150.54,2918.07,0.0562,1,0
48,Male,TX,HighSchool,Unemployed,Single,Single,2,9847.09,3062.15,675.53,329.6,24.52,774.24,4477.5,13850.0,13850.0,0.0,0.0,0.0,1,0
41,Female,PA,Bachelors,Salaried,Married,MarriedJoint,3,57626.92,2301.81,464.21,3765.67,1190.11,3574.23,4438.71,27700.0,27700.0,28192.94,163.15,0.0027,1,0
62,Male,GA,Bachelors,Salaried,Single,Single,3,86486.94,4820.33,5268.51,1745.68,1906.3,8376.03,6733.02,13850.0,13850.0,78225.79,10117.17,0.1048,1,0
55,Female,AZ,HighSchool,Contractor,Single,HeadOfHousehold,3,38282.81,10702.0,2087.16,337.22,457.95,1334.47,6134.07,20800.0,20800.0,25771.97,472.64,0.0093,1,0
40,Male,FL,Bachelors,Salaried,Married,MarriedJoint,2,29056.81,937.86,2513.79,1063.87,16.36,1675.15,4460.15,27700.0,27700.0,1808.45,0.0,0.0,1,1
55,Female,AZ,Masters,Salaried,Single,Single,3,62745.81,2680.83,6282.39,807.45,377.96,3205.91,5707.1,13850.0,13850.0,53359.03,4046.49,0.0564,1,1
33,Male,MI,HighSchool,Salaried,Single,Single,1,46988.44,4814.95,311.36,881.16,1462.62,2933.43,5472.85,13850.0,13850.0,36764.75,3391.77,0.0651,1,0
32,Male,NC,Masters,Salaried,Divorced,Single,1,54713.86,11572.11,1604.84,1224.32,106.25,2921.61,5187.59,13850.0,13850.0,52540.82,5466.48,0.0805,1,0
56,Female,TX,Bachelors,Salaried,Married,MarriedJoint,3,48884.65,8573.37,2138.61,2636.37,1415.51,2578.51,5445.53,27700.0,27700.0,27396.63,67.6,0.0011,1,1
64,Male,OH,Bachelors,Salaried,Married,MarriedJoint,4,77384.74,3177.71,5142.87,3401.06,523.67,4859.7,6502.41,27700.0,27700.0,52005.32,2948.67,0.0344,1,1
54,Female,OH,Masters,Salaried,Married,MarriedJoint,3,56745.52,322.16,4925.48,151.74,725.06,4580.65,5392.07,27700.0,27700.0,29793.15,355.18,0.0057,1,0
27,Female,MI,Bachelors,Retired,Married,MarriedJoint,1,29359.1,1469.05,1866.97,2543.75,37.08,938.31,4938.39,27700.0,27700.0,3495.12,0.0,0.0,1,0
26,Female,OH,Bachelors,Salaried,Married,MarriedSeparate,1,39559.07,3819.59,614.03,5456.27,949.53,886.22,3628.4,13850.0,13850.0,28642.69,1817.12,0.0413,1,1
50,Female,AZ,HighSchool,Salaried,Single,Single,3,37793.41,5205.4,2853.43,1096.2,5.26,2883.43,6425.79,13850.0,13850.0,27502.24,680.27,0.0148,1,0
30,Female,TX,HighSchool,Contractor,Single,Single,2,84018.38,20894.38,2732.76,953.62,535.27,5980.23,5668.54,13850.0,13850.0,90795.52,13682.51,0.1271,1,0
31,Female,TX,Bachelors,SelfEmployed,Single,Single,3,105427.11,11243.61,4004.16,1460.37,645.6,4337.21,5847.84,13850.0,13850.0,102324.88,15557.97,0.1289,1,1
39,Male,NC,HighSchool,Salaried,Married,MarriedJoint,3,47855.09,2480.04,4904.63,6965.47,62.64,3913.18,6080.55,27700.0,27700.0,23039.76,144.77,0.0026,1,1
33,Female,AZ,HighSchool,Salaried,Married,MarriedJoint,2,59858.21,4396.16,2184.73,9016.76,1025.48,3667.99,5484.18,27700.0,27700.0,35739.11,2468.69,0.0372,1,1
64,Female,TX,HighSchool,Salaried,Single,HeadOfHousehold,4,59407.15,7189.53,450.6,976.69,184.31,4068.86,7987.0,20800.0,20800.0,40247.28,1409.67,0.021,1,1
61,Male,CA,HighSchool,Retired,Married,MarriedJoint,4,24066.26,971.91,2104.04,2330.89,327.06,1636.74,4678.3,27700.0,27700.0,0.0,0.0,0.0,1,1
61,Male,GA,Bachelors,Contractor,Single,Single,3,57783.01,3283.59,970.83,1834.02,225.8,3508.84,4434.06,13850.0,13850.0,43687.43,2022.49,0.0326,1,0
37,Male,NC,HighSchool,Salaried,Married,MarriedJoint,3,48064.14,2203.47,983.83,704.89,571.26,1258.53,5744.47,27700.0,27700.0,19051.44,0.0,0.0,1,0
62,Female,PA,HighSchool,Salaried,Single,Single,4,70981.33,3796.04,1791.16,2850.58,714.31,4023.3,5343.5,13850.0,13850.0,56718.53,4585.58,0.0599,1,0
39,Male,TX,Bachelors,SelfEmployed,Divorced,HeadOfHousehold,2,112148.57,19496.11,5721.25,2606.55,1536.76,5421.4,5161.24,20800.0,20800.0,113565.93,19055.82,0.1387,1,0
50,Female,PA,Bachelors,Contractor,Single,Single,2,52331.67,6477.94,2600.76,774.45,151.47,2390.39,6270.85,13850.0,13850.0,44560.36,2927.24,0.0477,1,1
51,Female,NY,PhD,Salaried,Single,Single,2,117339.95,1458.85,1993.24,1513.49,1022.64,5826.09,5602.6,13850.0,13850.0,103942.04,16746.09,0.1386,1,0
33,Female,TX,Masters,Unemployed,Single,HeadOfHousehold,1,10243.84,4406.69,349.85,149.54,81.03,304.26,6816.58,20800.0,20800.0,0.0,0.0,0.0,1,1
51,Male,PA,Masters,Contractor,Single,Single,2,90975.0,48472.62,5752.33,214.01,1866.24,6981.15,5995.39,13850.0,13850.0,128349.96,22603.99,0.1557,1,1
38,Female,CA,Bachelors,Salaried,Married,MarriedJoint,2,45035.4,1499.63,2313.79,901.09,292.8,1271.19,4841.18,27700.0,27700.0,18148.82,0.0,0.0,1,1
48,Female,NC,HighSchool,Salaried,Single,Single,2,68088.41,2496.69,5150.08,411.64,1874.69,4395.51,4379.0,13850.0,13850.0,58885.18,6662.24,0.088,1,0
32,Male,MI,HighSchool,Salaried,Married,MarriedJoint,2,44413.41,2703.96,2139.29,2184.17,835.26,2046.92,5918.0,27700.0,27700.0,18556.66,406.8,0.0083,1,0
47,Male,AZ,PhD,Contractor,Single,Single,3,52815.93,19144.32,4254.79,167.79,78.19,3534.71,5232.93,13850.0,13850.0,57865.05,5037.81,0.0661,1,0
49,Male,WA,PhD,Salaried,Divorced,HeadOfHousehold,4,103270.38,2303.08,6763.6,648.96,626.37,11335.73,7722.11,20800.0,20800.0,85537.06,10925.65,0.0973,1,1
50,Female,NY,Bachelors,Contractor,Single,Single,2,35955.54,35047.51,3929.07,166.11,208.62,1671.31,5046.75,13850.0,13850.0,58082.12,5885.57,0.0785,1,0
66,Male,NY,Bachelors,Contractor,Married,MarriedJoint,4,78205.0,29900.15,5039.73,2933.56,43.51,5173.93,6673.88,27700.0,27700.0,79444.88,9585.37,0.0847,1,1
58,Male,IL,HighSchool,SelfEmployed,Married,MarriedJoint,5,87947.48,37768.16,1724.39,6363.06,1325.64,7705.38,7929.79,27700.0,27700.0,92240.03,11600.31,0.091,1,1
33,Male,NC,HighSchool,Salaried,Married,MarriedJoint,4,40354.02,601.2,448.04,971.77,399.51,2861.67,7484.01,27700.0,27700.0,7703.26,0.0,0.0,1,1
31,Male,CA,Bachelors,Salaried,Married,MarriedJoint,1,47332.97,2541.19,1150.14,2893.93,143.91,2886.62,6472.91,27700.0,27700.0,21824.29,998.92,0.0196,1,0
55,Male,AZ,HighSchool,Salaried,Single,Single,4,35388.46,5418.3,2820.67,1040.94,70.63,2993.32,4882.94,13850.0,13850.0,23777.43,0.0,0.0,1,1
59,Female,NC,Bachelors,Salaried,Married,MarriedJoint,4,33651.29,5664.0,866.0,3615.94,658.14,2079.75,4849.85,27700.0,27700.0,6481.3,0.0,0.0,1,1
18,Male,WA,Masters,SelfEmployed,Single,Single,1,51695.26,47373.02,3657.6,1940.81,136.27,3576.45,4734.56,13850.0,13850.0,87375.88,13730.19,0.1337,1,0
46,Female,NC,Masters,Salaried,Married,MarriedJoint,3,43792.44,4702.99,3799.92,2646.22,34.02,3370.11,5731.99,27700.0,27700.0,20095.36,0.0,0.0,1,1
19,Male,AZ,Masters,Salaried,Single,Single,0,55912.75,1810.89,233.2,3372.59,641.09,4879.91,5561.35,13850.0,13850.0,44106.85,4472.82,0.0772,1,1
47,Male,MI,HighSchool,SelfEmployed,Single,HeadOfHousehold,2,36280.22,6376.63,2384.9,785.73,520.15,1986.5,3997.79,20800.0,20800.0,21241.75,729.01,0.0162,1,1
53,Female,IL,Bachelors,Salaried,Married,MarriedSeparate,3,47915.15,4376.23,3908.59,1461.24,239.93,1815.55,3948.39,13850.0,13850.0,37849.97,1322.0,0.0235,1,0
42,Female,NC,Bachelors,Unemployed,Married,MarriedJoint,3,16301.4,5969.77,800.34,617.45,354.3,953.64,4026.62,27700.0,27700.0,0.0,0.0,0.0,1,0
41,Female,AZ,Bachelors,SelfEmployed,Single,Single,2,126721.47,6332.6,18247.92,1239.09,905.85,7488.78,6141.08,13850.0,13850.0,134452.0,24068.48,0.1591,1,0
38,Male,AZ,PhD,Salaried,Single,Single,4,47772.49,836.49,729.86,567.55,354.97,3365.79,7541.9,13850.0,13850.0,29488.84,0.0,0.0,1,0
49,Female,WA,HighSchool,Contractor,Single,Single,2,78437.54,11024.34,2354.07,3267.95,1451.8,6065.16,3958.11,13850.0,13850.0,74965.96,10200.01,0.1111,1,1
48,Female,NC,HighSchool,Salaried,Widowed,HeadOfHousehold,2,72713.13,6310.98,4551.19,1225.33,134.12,4860.81,5380.48,20800.0,20800.0,59775.31,6858.07,0.0821,1,1
53,Male,GA,Bachelors,Salaried,Single,Single,5,46916.15,1088.41,3620.76,1492.03,1584.86,3367.72,7300.3,13850.0,13850.0,30275.32,0.0,0.0,1,0
46,Female,PA,Bachelors,Salaried,Married,MarriedJoint,3,50489.9,5736.69,650.64,1530.98,334.86,2320.24,6417.61,27700.0,27700.0,24677.24,0.0,0.0,1,1
27,Male,TX,Bachelors,Salaried,Single,Single,0,51287.72,2583.9,1357.36,733.51,1047.29,2646.41,5816.32,13850.0,13850.0,41378.98,4145.48,0.0751,1,0
19,Male,IL,HighSchool,Contractor,Married,MarriedJoint,3,45236.11,23374.51,550.55,2188.33,81.62,4399.0,6653.46,27700.0,27700.0,36961.17,1815.34,0.0262,1,1
30,Female,TX,HighSchool,Unemployed,Divorced,Single,1,11043.55,4258.95,305.08,470.5,157.12,481.79,6179.67,13850.0,13850.0,257.57,0.0,0.0,1,0
39,Female,TX,Bachelors,SelfEmployed,Single,HeadOfHousehold,1,82637.76,11743.61,13962.6,1417.86,925.77,5513.69,5517.13,20800.0,20800.0,86043.97,13437.17,0.124,1,1
60,Female,TX,Bachelors,Salaried,Married,MarriedJoint,4,136135.01,3393.18,1647.29,6300.98,4916.21,10774.01,6735.23,27700.0,27700.0,107475.48,15994.12,0.1133,1,1
51,Female,IL,HighSchool,Salaried,Married,MarriedJoint,3,53231.4,1575.88,11273.62,3255.17,797.26,4048.67,4495.33,27700.0,27700.0,33880.9,1445.71,0.0219,1,0
64,Male,CA,Masters,Salaried,Single,Single,6,142063.1,3919.5,1211.54,2639.94,701.87,8275.54,8797.1,13850.0,13850.0,124344.14,18442.59,0.1253,1,1
49,Female,WA,Bachelors,Salaried,Married,MarriedJoint,3,27154.35,2302.15,147.08,175.37,326.53,1437.69,6574.25,27700.0,27700.0,0.0,0.0,0.0,1,0
55,Other,WA,HighSchool,Contractor,Married,MarriedJoint,4,55053.16,9095.69,1782.7,3982.08,23.43,5175.09,5091.2,27700.0,27700.0,32231.55,447.79,0.0068,1,1
19,Male,GA,HighSchool,Salaried,Single,Single,1,16919.81,615.71,671.56,232.31,13.82,1056.99,4134.7,13850.0,13850.0,2857.09,0.0,0.0,1,1
23,Male,PA,HighSchool,Salaried,Single,HeadOfHousehold,1,101870.97,5783.23,4375.04,2262.06,797.36,1536.53,4755.34,20800.0,20800.0,89729.24,14247.93,0.1272,1,1
58,Female,AZ,HighSchool,SelfEmployed,Married,MarriedJoint,4,120389.99,25946.31,18518.76,5413.73,790.47,7939.67,7580.37,27700.0,27700.0,131155.06,21677.21,0.1315,1,0
43,Male,NY,Bachelors,Salaried,Single,Single,3,46077.95,526.05,1415.47,575.59,241.23,1521.81,7586.23,13850.0,13850.0,29669.46,340.34,0.0071,1,1
40,Female,OH,PhD,Unemployed,Married,MarriedJoint,4,12131.49,442.92,46.34,687.66,51.72,972.48,5125.2,27700.0,27700.0,0.0,0.0,0.0,1,0
19,Male,MI,HighSchool,Retired,Single,Single,1,11178.15,1118.81,221.33,329.44,127.2,395.24,3899.88,13850.0,13850.0,0.0,0.0,0.0,1,1
49,Female,NC,HighSchool,Salaried,Married,MarriedJoint,3,51115.73,3659.47,1461.62,1712.87,174.22,3401.03,5085.5,27700.0,27700.0,24036.82,264.42,0.0047,1,1
39,Female,WA,Masters,Unemployed,Single,Single,1,17215.35,1166.44,705.23,493.19,18.39,596.11,3401.15,13850.0,13850.0,3737.02,0.0,0.0,1,1
18,Female,TX,Bachelors,Unemployed,Married,MarriedJoint,2,6909.96,1894.12,327.41,270.34,33.25,354.76,4838.55,27700.0,27700.0,0.0,0.0,0.0,1,1
49,Female,MI,Bachelors,Contractor,Widowed,Single,2,71982.79,13443.53,417.78,1624.57,1596.55,5425.15,6304.21,13850.0,13850.0,68994.1,8286.2,0.0965,1,1
39,Male,CA,Bachelors,Unemployed,Single,Single,3,10710.32,4951.03,819.67,213.67,84.45,945.53,6124.49,13850.0,13850.0,0.0,0.0,0.0,1,1
38,Female,OH,HighSchool,Salaried,Married,MarriedJoint,4,37663.21,1668.99,1031.21,1279.54,313.23,1976.32,6884.86,27700.0,27700.0,6663.41,0.0,0.0,1,0
50,Female,CA,HighSchool,Salaried,Married,MarriedJoint,3,75677.43,6086.85,3509.83,1214.89,172.24,4883.56,6385.64,27700.0,27700.0,53074.11,4583.8,0.0538,1,0
32,Female,FL,PhD,Contractor,Married,MarriedJoint,1,53236.1,23543.23,2543.32,560.77,653.91,3072.46,5446.71,27700.0,27700.0,50122.65,4934.48,0.0622,1,0
26,Female,OH,Bachelors,Salaried,Single,Single,1,22607.02,3515.55,1322.7,108.34,691.48,2067.01,4005.4,13850.0,13850.0,12095.27,0.0,0.0,1,1
33,Female,NC,HighSchool,Unemployed,Married,MarriedJoint,3,9966.97,6755.87,478.96,389.72,125.2,1031.97,4620.39,27700.0,27700.0,0.0,0.0,0.0,1,0
52,Female,PA,PhD,Salaried,Divorced,HeadOfHousehold,2,74654.97,4258.99,5609.27,369.65,87.66,2707.63,4579.48,20800.0,20800.0,60723.22,6466.61,0.0765,1,1
28,Female,AZ,Bachelors,Salaried,Single,HeadOfHousehold,0,117957.18,1117.74,4713.22,1161.51,166.53,9429.01,3651.42,20800.0,20800.0,102988.14,18117.15,0.1464,1,1
43,Female,PA,HighSchool,Contractor,Married,MarriedJoint,2,85925.5,38584.74,4134.76,3521.61,256.38,3280.18,4896.49,27700.0,27700.0,97945.0,15306.8,0.119,1,1
54,Female,CA,PhD,Salaried,Single,Single,3,121546.5,6224.4,1454.64,2271.62,584.21,6216.54,4822.07,13850.0,13850.0,110875.54,17610.13,0.1363,1,0
42,Male,TX,Bachelors,Salaried,Single,Single,3,39537.82,2231.48,1055.44,59.61,155.75,2780.08,7335.62,13850.0,13850.0,24474.74,0.0,0.0,1,1
34,Male,WA,Masters,SelfEmployed,Single,Single,1,74631.46,33924.54,3898.1,1469.44,969.2,4221.15,3936.99,13850.0,13850.0,97104.11,15904.99,0.1414,1,1
